#timebase=2000000(ps)
,#voltbase=500000(mv/100)
-5.100E-07,-0.540
-5.000E-07,-0.720
-4.900E-07,-0.720
-4.800E-07,-0.660
-4.700E-07,-0.640
-4.600E-07,-0.600
-4.500E-07,-0.540
-4.400E-07,-0.500
-4.300E-07,-0.400
-4.200E-07,-0.240
-4.100E-07,-0.040
-4.000E-07,0.140
-3.900E-07,0.320
-3.800E-07,0.500
-3.700E-07,0.720
-3.600E-07,0.780
-3.500E-07,0.920
-3.400E-07,1.020
-3.300E-07,1.040
-3.200E-07,1.100
-3.100E-07,1.020
-3.000E-07,0.980
-2.900E-07,0.960
-2.800E-07,0.880
-2.700E-07,0.880
-2.600E-07,0.800
-2.500E-07,0.640
-2.400E-07,0.460
-2.300E-07,0.300
-2.200E-07,0.260
-2.100E-07,0.220
-2.000E-07,0.180
-1.900E-07,0.000
-1.800E-07,0.480
-1.700E-07,0.160
-1.600E-07,0.380
-1.500E-07,0.800
-1.400E-07,0.180
-1.300E-07,0.360
-1.200E-07,-0.180
-1.100E-07,-0.100
-1.000E-07,1.100
-9.000E-08,1.260
-8.000E-08,2.060
-7.000E-08,2.340
-6.000E-08,1.380
-5.000E-08,0.860
-4.000E-08,0.460
-3.000E-08,-0.160
-2.000E-08,0.140
-1.000E-08,0.320
0.000E+00,0.380
1.000E-08,0.540
2.000E-08,0.920
3.000E-08,0.660
4.000E-08,0.060
5.000E-08,0.300
6.000E-08,-0.840
7.000E-08,-0.340
8.000E-08,0.180
9.000E-08,0.020
1.000E-07,1.400
1.100E-07,1.020
1.200E-07,0.780
1.300E-07,0.640
1.400E-07,-0.120
1.500E-07,0.140
1.600E-07,-0.100
1.700E-07,-0.120
1.800E-07,-0.160
1.900E-07,-0.520
2.000E-07,-0.840
2.100E-07,-1.100
2.200E-07,-1.240
2.300E-07,-1.280
2.400E-07,-1.100
2.500E-07,-0.880
2.600E-07,-0.740
2.700E-07,-0.580
2.800E-07,-0.460
2.900E-07,-0.400
3.000E-07,-0.280
3.100E-07,-0.220
3.200E-07,-0.120
3.300E-07,-0.060
3.400E-07,0.080
3.500E-07,0.080
3.600E-07,0.080
3.700E-07,-0.020
3.800E-07,-0.080
3.900E-07,-0.120
4.000E-07,-0.100
4.100E-07,-0.060
4.200E-07,-0.100
4.300E-07,-0.160
4.400E-07,-0.140
4.500E-07,-0.120
4.600E-07,-0.080
4.700E-07,-0.080
4.800E-07,-0.080
4.900E-07,-0.080
5.000E-07,-0.100
5.100E-07,-0.040
5.200E-07,-0.040
5.300E-07,-0.140
5.400E-07,-0.180
5.500E-07,-0.260
5.600E-07,-0.360
5.700E-07,-0.520
5.800E-07,-0.620
5.900E-07,-0.680
6.000E-07,-0.780
6.100E-07,-1.040
6.200E-07,-1.340
6.300E-07,-1.820
6.400E-07,-2.420
6.500E-07,-2.660
6.600E-07,-2.660
6.700E-07,-2.680
6.800E-07,-2.660
6.900E-07,-2.660
7.000E-07,-2.660
7.100E-07,-2.660
7.200E-07,-2.640
7.300E-07,-2.640
7.400E-07,-2.660
7.500E-07,-2.660
7.600E-07,-2.660
7.700E-07,-2.660
7.800E-07,-2.660
7.900E-07,-2.680
8.000E-07,-2.680
8.100E-07,-2.660
8.200E-07,-2.660
8.300E-07,-2.640
8.400E-07,-2.640
8.500E-07,-2.640
8.600E-07,-2.660
8.700E-07,-2.660
8.800E-07,-2.380
8.900E-07,-2.320
9.000E-07,-1.860
9.100E-07,-1.840
9.200E-07,-2.480
9.300E-07,-2.360
9.400E-07,-2.660
9.500E-07,-2.440
9.600E-07,-1.920
9.700E-07,-1.680
9.800E-07,-1.120
9.900E-07,-0.860
1.000E-06,-0.800
1.010E-06,-0.640
1.020E-06,-0.640
1.030E-06,-0.560
1.040E-06,-0.440
1.050E-06,-0.440
1.060E-06,-0.440
1.070E-06,-0.540
1.080E-06,-0.680
1.090E-06,-0.860
1.100E-06,-1.080
1.110E-06,-1.320
1.120E-06,-1.480
1.130E-06,-1.660
1.140E-06,-1.720
1.150E-06,-1.780
1.160E-06,-1.760
1.170E-06,-1.700
1.180E-06,-1.580
1.190E-06,-1.440
1.200E-06,-1.220
1.210E-06,-1.060
1.220E-06,-0.840
1.230E-06,-0.640
1.240E-06,-0.480
1.250E-06,-0.280
1.260E-06,-0.160
1.270E-06,-0.080
1.280E-06,0.020
1.290E-06,0.080
1.300E-06,0.100
1.310E-06,0.100
1.320E-06,0.060
1.330E-06,0.040
1.340E-06,0.020
1.350E-06,0.000
1.360E-06,-0.020
1.370E-06,-0.060
1.380E-06,-0.060
1.390E-06,-0.100
1.400E-06,-0.180
1.410E-06,-0.180
1.420E-06,-0.180
1.430E-06,-0.160
1.440E-06,-0.140
1.450E-06,-0.120
1.460E-06,-0.180
1.470E-06,-0.160
1.480E-06,-0.180
1.490E-06,-0.180
1.500E-06,-0.200
1.510E-06,-0.180
1.520E-06,-0.160
1.530E-06,-0.120
1.540E-06,-0.080
1.550E-06,-0.080
1.560E-06,0.000
1.570E-06,0.020
1.580E-06,0.080
1.590E-06,0.120
1.600E-06,0.180
1.610E-06,0.240
1.620E-06,0.300
1.630E-06,0.340
1.640E-06,0.360
1.650E-06,0.380
1.660E-06,0.360
1.670E-06,0.300
1.680E-06,0.240
1.690E-06,0.200
1.700E-06,0.120
1.710E-06,0.080
1.720E-06,-0.040
1.730E-06,-0.160
1.740E-06,-0.300
1.750E-06,-0.420
1.760E-06,-0.500
1.770E-06,-0.580
1.780E-06,-0.640
1.790E-06,-0.680
1.800E-06,-0.760
1.810E-06,-0.740
1.820E-06,-0.680
1.830E-06,-0.660
1.840E-06,-0.600
1.850E-06,-0.460
1.860E-06,-0.380
1.870E-06,-0.260
1.880E-06,-0.240
1.890E-06,-0.180
1.900E-06,-0.120
1.910E-06,-0.060
1.920E-06,-0.040
1.930E-06,0.040
1.940E-06,0.060
1.950E-06,0.080
1.960E-06,0.060
1.970E-06,0.080
1.980E-06,0.060
1.990E-06,-0.040
2.000E-06,-0.100
2.010E-06,-0.160
2.020E-06,-0.180
2.030E-06,-0.260
2.040E-06,-0.300
2.050E-06,-0.320
2.060E-06,-0.280
2.070E-06,-0.260
2.080E-06,-0.220
2.090E-06,-0.120
2.100E-06,-0.020
2.110E-06,0.040
2.120E-06,0.180
2.130E-06,0.220
2.140E-06,0.300
2.150E-06,0.320
2.160E-06,0.320
2.170E-06,0.360
2.180E-06,0.360
2.190E-06,0.380
2.200E-06,0.360
2.210E-06,0.280
2.220E-06,0.220
2.230E-06,0.140
2.240E-06,0.020
2.250E-06,-0.020
2.260E-06,-0.100
2.270E-06,-0.120
2.280E-06,-0.160
2.290E-06,-0.220
2.300E-06,-0.280
2.310E-06,-0.340
2.320E-06,-0.380
2.330E-06,-0.360
2.340E-06,-0.380
2.350E-06,-0.360
2.360E-06,-0.300
2.370E-06,-0.300
2.380E-06,-0.260
2.390E-06,-0.240
2.400E-06,-0.220
2.410E-06,-0.200
2.420E-06,-0.220
2.430E-06,-0.200
2.440E-06,-0.200
2.450E-06,-0.240
2.460E-06,-0.260
2.470E-06,-0.300
2.480E-06,-0.340
2.490E-06,-0.380
2.500E-06,-0.360
2.510E-06,-0.420
2.520E-06,-0.420
2.530E-06,-0.380
2.540E-06,-0.340
2.550E-06,-0.340
2.560E-06,-0.320
2.570E-06,-0.260
2.580E-06,-0.260
2.590E-06,-0.240
2.600E-06,-0.180
2.610E-06,-0.120
2.620E-06,-0.100
2.630E-06,-0.040
2.640E-06,-0.020
2.650E-06,0.000
2.660E-06,0.080
2.670E-06,0.060
2.680E-06,0.100
2.690E-06,0.180
2.700E-06,0.200
2.710E-06,0.180
2.720E-06,0.220
2.730E-06,0.220
2.740E-06,0.160
2.750E-06,0.160
2.760E-06,0.140
2.770E-06,0.120
2.780E-06,0.120
2.790E-06,0.060
2.800E-06,0.060
2.810E-06,0.060
2.820E-06,0.060
2.830E-06,0.000
2.840E-06,-0.080
2.850E-06,-0.140
2.860E-06,-0.260
2.870E-06,-0.360
2.880E-06,-0.460
2.890E-06,-0.520
2.900E-06,-0.580
2.910E-06,-0.560
2.920E-06,-0.560
2.930E-06,-0.460
2.940E-06,-0.380
2.950E-06,-0.260
2.960E-06,-0.160
2.970E-06,-0.060
2.980E-06,0.100
2.990E-06,0.160
3.000E-06,0.260
3.010E-06,0.360
3.020E-06,0.380
3.030E-06,0.500
3.040E-06,0.560
3.050E-06,0.620
3.060E-06,0.720
3.070E-06,0.720
3.080E-06,0.760
3.090E-06,0.680
3.100E-06,0.660
3.110E-06,0.580
3.120E-06,0.500
3.130E-06,0.480
3.140E-06,0.340
3.150E-06,0.260
3.160E-06,0.220
3.170E-06,0.200
3.180E-06,0.160
3.190E-06,0.180
3.200E-06,0.180
3.210E-06,0.260
3.220E-06,0.320
3.230E-06,0.320
3.240E-06,0.420
3.250E-06,0.460
3.260E-06,0.500
3.270E-06,0.500
3.280E-06,0.480
3.290E-06,0.360
3.300E-06,0.280
3.310E-06,0.180
3.320E-06,0.020
3.330E-06,-0.080
3.340E-06,-0.180
3.350E-06,-0.280
3.360E-06,-0.340
3.370E-06,-0.500
3.380E-06,-0.620
3.390E-06,-0.720
3.400E-06,-0.780
3.410E-06,-0.860
3.420E-06,-0.840
3.430E-06,-0.820
3.440E-06,-0.700
3.450E-06,-0.600
3.460E-06,-0.400
3.470E-06,-0.240
3.480E-06,-0.080
3.490E-06,0.040
3.500E-06,0.140
3.510E-06,0.200
3.520E-06,0.260
3.530E-06,0.280
3.540E-06,0.340
3.550E-06,0.440
3.560E-06,0.480
3.570E-06,0.500
3.580E-06,0.540
3.590E-06,0.560
3.600E-06,0.620
3.610E-06,0.640
3.620E-06,0.660
3.630E-06,0.700
3.640E-06,0.700
3.650E-06,0.740
3.660E-06,0.740
3.670E-06,0.740
3.680E-06,0.700
3.690E-06,0.700
3.700E-06,0.700
3.710E-06,0.660
3.720E-06,0.640
3.730E-06,0.620
3.740E-06,0.560
3.750E-06,0.480
3.760E-06,0.360
3.770E-06,0.280
3.780E-06,0.180
3.790E-06,0.100
3.800E-06,0.000
3.810E-06,-0.100
3.820E-06,-0.160
3.830E-06,-0.220
3.840E-06,-0.260
3.850E-06,-0.280
3.860E-06,-0.300
3.870E-06,-0.320
3.880E-06,-0.340
3.890E-06,-0.420
3.900E-06,-0.520
3.910E-06,-0.560
3.920E-06,-0.640
3.930E-06,-0.680
3.940E-06,-0.640
3.950E-06,-0.580
3.960E-06,-0.520
3.970E-06,-0.400
3.980E-06,-0.280
3.990E-06,-0.160
4.000E-06,-0.020
4.010E-06,0.100
4.020E-06,0.180
4.030E-06,0.260
4.040E-06,0.340
4.050E-06,0.440
4.060E-06,0.500
4.070E-06,0.580
4.080E-06,0.680
4.090E-06,0.740
4.100E-06,0.820
4.110E-06,0.900
4.120E-06,0.940
4.130E-06,0.980
4.140E-06,1.000
4.150E-06,1.020
4.160E-06,1.000
4.170E-06,1.000
4.180E-06,0.940
4.190E-06,0.880
4.200E-06,0.820
4.210E-06,0.700
4.220E-06,0.640
4.230E-06,0.560
4.240E-06,0.500
4.250E-06,0.480
4.260E-06,0.440
4.270E-06,0.440
4.280E-06,0.440
4.290E-06,0.480
4.300E-06,0.520
4.310E-06,0.500
4.320E-06,0.480
4.330E-06,0.480
4.340E-06,0.420
4.350E-06,0.420
4.360E-06,0.440
4.370E-06,0.420
4.380E-06,0.420
4.390E-06,0.500
4.400E-06,0.540
4.410E-06,0.580
4.420E-06,0.620
4.430E-06,0.660
4.440E-06,0.720
4.450E-06,0.900
4.460E-06,1.060
4.470E-06,1.340
4.480E-06,1.680
4.490E-06,2.060
4.500E-06,2.400
4.510E-06,2.780
4.520E-06,2.780
4.530E-06,2.760
4.540E-06,2.780
4.550E-06,2.760
4.560E-06,2.760
4.570E-06,2.760
4.580E-06,2.740
4.590E-06,2.760
4.600E-06,2.780
4.610E-06,2.760
4.620E-06,2.760
4.630E-06,2.760
4.640E-06,2.780
4.650E-06,2.780
4.660E-06,2.760
4.670E-06,2.760
4.680E-06,2.760
4.690E-06,2.600
4.700E-06,2.320
4.710E-06,2.040
4.720E-06,1.760
4.730E-06,1.540
4.740E-06,1.320
4.750E-06,1.180
4.760E-06,1.040
4.770E-06,0.960
4.780E-06,0.860
4.790E-06,0.840
4.800E-06,0.840
4.810E-06,0.820
4.820E-06,0.780
4.830E-06,0.800
4.840E-06,0.760
4.850E-06,0.660
4.860E-06,0.660
4.870E-06,0.620
4.880E-06,0.580
4.890E-06,0.580
4.900E-06,0.600
4.910E-06,0.640
4.920E-06,0.680
4.930E-06,0.720
4.940E-06,0.800
4.950E-06,0.800
4.960E-06,0.860
4.970E-06,0.840
4.980E-06,0.860
4.990E-06,0.860
5.000E-06,0.840
5.010E-06,0.760
5.020E-06,0.780
5.030E-06,0.780
5.040E-06,0.680
5.050E-06,0.640
5.060E-06,0.640
5.070E-06,0.600
5.080E-06,0.540
5.090E-06,0.500
5.100E-06,0.420
5.110E-06,0.380
5.120E-06,0.320
5.130E-06,0.280
5.140E-06,0.240
5.150E-06,0.220
5.160E-06,0.220
5.170E-06,0.240
5.180E-06,0.240
5.190E-06,0.260
5.200E-06,0.300
5.210E-06,0.300
5.220E-06,0.260
5.230E-06,0.300
5.240E-06,0.300
5.250E-06,0.240
5.260E-06,0.260
5.270E-06,0.260
5.280E-06,0.220
5.290E-06,0.160
5.300E-06,0.160
5.310E-06,0.140
5.320E-06,0.120
5.330E-06,0.120
5.340E-06,0.100
5.350E-06,0.100
5.360E-06,0.080
5.370E-06,0.080
5.380E-06,0.020
5.390E-06,0.060
5.400E-06,0.080
5.410E-06,0.100
5.420E-06,0.120
5.430E-06,0.160
5.440E-06,0.160
5.450E-06,0.180
5.460E-06,0.160
5.470E-06,0.140
5.480E-06,0.120
5.490E-06,0.080
5.500E-06,0.100
5.510E-06,0.100
5.520E-06,0.100
5.530E-06,0.120
5.540E-06,0.140
5.550E-06,0.120
5.560E-06,0.160
5.570E-06,0.180
5.580E-06,0.180
5.590E-06,0.200
5.600E-06,0.200
5.610E-06,0.220
5.620E-06,0.200
5.630E-06,0.200
5.640E-06,0.240
5.650E-06,0.280
5.660E-06,0.320
5.670E-06,0.320
5.680E-06,0.340
5.690E-06,0.300
5.700E-06,0.320
5.710E-06,0.300
5.720E-06,0.340
5.730E-06,0.320
5.740E-06,0.340
5.750E-06,0.360
5.760E-06,0.320
5.770E-06,0.340
5.780E-06,0.320
5.790E-06,0.340
5.800E-06,0.380
5.810E-06,0.420
5.820E-06,0.420
5.830E-06,0.460
5.840E-06,0.480
5.850E-06,0.520
5.860E-06,0.520
5.870E-06,0.500
5.880E-06,0.500
5.890E-06,0.520
5.900E-06,0.560
5.910E-06,0.580
5.920E-06,0.580
5.930E-06,0.580
5.940E-06,0.560
5.950E-06,0.480
5.960E-06,0.480
5.970E-06,0.460
5.980E-06,0.420
5.990E-06,0.400
6.000E-06,0.380
6.010E-06,0.400
6.020E-06,0.380
6.030E-06,0.340
6.040E-06,0.360
6.050E-06,0.340
6.060E-06,0.340
6.070E-06,0.340
6.080E-06,0.320
6.090E-06,0.300
6.100E-06,0.260
6.110E-06,0.300
6.120E-06,0.280
6.130E-06,0.260
6.140E-06,0.240
6.150E-06,0.260
6.160E-06,0.200
6.170E-06,0.200
6.180E-06,0.200
6.190E-06,0.180
6.200E-06,0.120
6.210E-06,0.100
6.220E-06,0.100
6.230E-06,0.060
6.240E-06,0.000
6.250E-06,0.000
6.260E-06,0.000
6.270E-06,0.000
6.280E-06,0.040
6.290E-06,0.020
6.300E-06,0.080
6.310E-06,0.100
6.320E-06,0.080
6.330E-06,0.080
6.340E-06,0.080
6.350E-06,0.080
6.360E-06,0.100
6.370E-06,0.120
6.380E-06,0.120
6.390E-06,0.060
6.400E-06,0.040
6.410E-06,0.060
6.420E-06,0.040
6.430E-06,0.040
6.440E-06,0.060
6.450E-06,0.040
6.460E-06,0.020
6.470E-06,0.020
6.480E-06,0.040
6.490E-06,0.080
6.500E-06,0.060
6.510E-06,0.100
6.520E-06,0.100
6.530E-06,0.100
6.540E-06,0.120
6.550E-06,0.120
6.560E-06,0.120
6.570E-06,0.140
6.580E-06,0.100
6.590E-06,0.100
6.600E-06,0.080
6.610E-06,0.080
6.620E-06,0.080
6.630E-06,0.080
6.640E-06,0.080
6.650E-06,0.060
6.660E-06,0.080
6.670E-06,0.080
6.680E-06,0.100
6.690E-06,0.120
6.700E-06,0.160
6.710E-06,0.140
6.720E-06,0.160
6.730E-06,0.140
6.740E-06,0.140
6.750E-06,0.140
6.760E-06,0.140
6.770E-06,0.120
6.780E-06,0.080
6.790E-06,0.100
6.800E-06,0.100
6.810E-06,0.080
6.820E-06,0.060
6.830E-06,0.040
6.840E-06,0.060
6.850E-06,0.040
6.860E-06,0.040
6.870E-06,0.060
6.880E-06,0.040
6.890E-06,0.000
6.900E-06,-0.020
6.910E-06,0.000
6.920E-06,0.000
6.930E-06,0.000
6.940E-06,0.000
6.950E-06,0.000
6.960E-06,0.000
6.970E-06,-0.020
6.980E-06,-0.040
6.990E-06,-0.020
7.000E-06,-0.040
7.010E-06,-0.060
7.020E-06,-0.060
7.030E-06,-0.020
7.040E-06,0.000
7.050E-06,-0.040
7.060E-06,-0.040
7.070E-06,-0.060
7.080E-06,-0.020
7.090E-06,-0.020
7.100E-06,-0.020
7.110E-06,-0.020
7.120E-06,-0.020
7.130E-06,-0.040
7.140E-06,0.000
7.150E-06,-0.040
7.160E-06,-0.040
7.170E-06,-0.040
7.180E-06,-0.020
7.190E-06,-0.040
7.200E-06,-0.020
7.210E-06,-0.040
7.220E-06,0.000
7.230E-06,-0.040
7.240E-06,-0.020
7.250E-06,0.000
7.260E-06,-0.020
7.270E-06,-0.020
7.280E-06,0.000
7.290E-06,-0.020
7.300E-06,0.000
7.310E-06,0.000
7.320E-06,-0.020
7.330E-06,-0.020
7.340E-06,-0.020
7.350E-06,-0.020
7.360E-06,-0.040
7.370E-06,-0.040
7.380E-06,0.020
7.390E-06,-0.020
7.400E-06,-0.020
7.410E-06,0.000
7.420E-06,0.020
7.430E-06,0.020
7.440E-06,-0.020
7.450E-06,0.000
7.460E-06,0.000
7.470E-06,0.000
7.480E-06,0.000
7.490E-06,0.000
7.500E-06,-0.020
7.510E-06,0.000
7.520E-06,0.000
7.530E-06,0.000
7.540E-06,-0.020
7.550E-06,-0.020
7.560E-06,-0.020
7.570E-06,0.000
7.580E-06,-0.040
7.590E-06,0.000
7.600E-06,0.000
7.610E-06,-0.020
7.620E-06,0.000
7.630E-06,-0.020
7.640E-06,0.000
7.650E-06,0.000
7.660E-06,-0.020
7.670E-06,0.000
7.680E-06,0.020
7.690E-06,0.000
7.700E-06,0.000
7.710E-06,0.020
